scatterer_id,type,x_m,y_m,z_m,amplitude,phase_rad,rcs_db,initial_range_m,initial_azimuth_deg
1,area,84931.5969411,-17726.1582363,0,1.22903926625,4.25694415045,1.79131516537,86968.9188434,-11.7890257715
2,area,89907.2933291,-11385.8378344,0,0.665511956351,5.90384965785,-3.53688275478,90823.7782574,-7.2175033906
3,area,70622.3922934,-44961.638874,0,1.45718969887,1.19880429275,3.27032184955,83934.9227883,-32.482807129
4,area,82197.6327769,-20949.081523,0,0.207961661527,1.83500598315,-13.6403344279,85037.138068,-14.2981461476
5,area,78298.4624597,-33032.1970299,0,0.527244400247,4.9592731501,-5.5597604823,85192.5775181,-22.8736858019
6,area,91384.1935302,2012.32706097,0,0.341823830444,4.33011935033,-9.32395326943,91603.058286,1.26147873571
7,area,57317.3226281,-61919.5795037,0,0.82061306562,3.1986859479,-1.71723145146,84589.0643001,-47.2103816966
8,area,76015.0610325,37982.4141834,0,0.787361674138,3.89290527644,-2.07651457769,85187.7531748,26.5499041782
9,area,66948.2471361,63627.25604,0,1.1055406698,3.87737112771,0.871494474155,92555.3645435,43.5430823024
10,area,84266.6144068,14921.1857088,0,0.913880997389,3.02419053388,-0.782207059986,85787.5520488,10.0413464022
11,area,86423.2594224,32481.6034595,0,0.186867736743,2.49756207495,-14.569313487,92520.4535899,20.5983943021
12,area,82189.4473977,-23188.1559471,0,0.554612733434,5.57942456772,-5.12020327228,85608.3865037,-15.7553818714
13,area,67857.2312058,48386.7200394,0,0.968192767822,5.65419265682,-0.28076331526,83557.6358156,35.4913961661
14,area,86164.2590279,24602.8922144,0,0.341723677893,1.92654253897,-9.32649856146,89808.5844402,15.9358864242
15,area,84622.9855595,-34241.2766245,0,0.239136161618,2.74386987772,-12.4270949182,91485.0518384,-22.0298946654
16,area,92294.3549745,-8189.73062393,0,1.87857463869,4.83044348793,5.47656909876,92851.0616409,-5.07085415623
17,area,65754.7698789,56600.152827,0,0.961980199007,1.05968831823,-0.336677344079,86967.0458384,40.7210922402
18,area,85453.1127974,3728.18958075,0,0.877007713984,3.08374266227,-1.139931733,85744.5851603,2.49814365446
19,area,81015.9160781,-43837.6683501,0,2.98245063739,1.61901118356,9.49146528768,92310.9951434,-28.4177962119
20,area,61395.4252421,-63757.1832619,0,0.800452017941,3.63103863919,-1.93329392368,88715.1433418,-46.0811017746
21,area,74769.9652359,47836.4198709,0,0.79433239997,5.71282935047,-1.99995445363,88965.5594454,32.6103496324
22,area,55977.6212736,-60921.4412246,0,0.687725297072,5.03073290957,-3.25170000824,82951.2874182,-47.4216731689
23,area,66911.2786322,-61004.1558205,0,0.527609496939,4.88595076534,-5.55374791562,90744.8413717,-42.3559647298
24,area,71552.2732639,-41569.414163,0,1.5604692744,6.04909060299,3.86510443679,82968.3313264,-30.15511706
25,area,69879.2399056,-44088.3983932,0,0.962299826921,5.94301008918,-0.333791846356,82842.5919601,-32.2487575995
